ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005975	GO:0005975	carbohydrate metabolic process	90/1314	245/6424	1.41930452402697e-09	9.1927262248516e-08	8.13083360930429e-08	YAL017W/YBR018C/YBR019C/YBR053C/YBR056W/YBR105C/YBR126C/YBR298C/YCL040W/YCR005C/YCR036W/YDL021W/YDR001C/YDR009W/YDR074W/YDR516C/YEL011W/YEL012W/YEL040W/YEL070W/YER003C/YER054C/YER062C/YFL045C/YFL053W/YFR003C/YFR017C/YFR053C/YGL062W/YGL156W/YGL253W/YGR043C/YGR066C/YGR248W/YGR254W/YGR256W/YGR279C/YHL012W/YHR104W/YHR204W/YIL097W/YIL099W/YIL107C/YIL123W/YIL155C/YJL034W/YJL052W/YJL089W/YJL121C/YJL155C/YJR096W/YJR160C/YKL035W/YKL085W/YKL127W/YKR043C/YKR097W/YLL026W/YLR070C/YLR258W/YLR286C/YLR307W/YLR343W/YLR345W/YML070W/YML100W/YMR105C/YMR196W/YMR215W/YMR261C/YMR280C/YMR305C/YMR307W/YMR311C/YMR323W/YNL009W/YNL117W/YNR001C/YOL126C/YOL132W/YOR095C/YOR120W/YOR178C/YOR347C/YOR393W/YPL201C/YPR001W/YPR026W/YPR160W/YPR184W	90
GO:0055086	GO:0055086	nucleobase-containing small molecule metabolic process	79/1314	212/6424	7.06889665669866e-09	4.40889702588168e-07	3.89960575798386e-07	YAL054C/YAR015W/YBL039C/YBL098W/YBR084W/YBR117C/YBR242W/YBR252W/YDL055C/YDL238C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YEL041W/YER003C/YER037W/YER070W/YFL017C/YFL045C/YGL037C/YGL101W/YGL234W/YGL248W/YGR043C/YGR061C/YGR248W/YGR256W/YHL011C/YHL012W/YHR128W/YHR144C/YHR216W/YIL066C/YIR027C/YIR028W/YJL116C/YJL121C/YJL130C/YJR078W/YJR105W/YKL035W/YKL127W/YKL151C/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR105C/YMR120C/YMR217W/YMR246W/YMR271C/YMR300C/YMR315W/YNL009W/YNL141W/YNL200C/YNL220W/YNL250W/YNR001C/YNR012W/YNR016C/YOR020W-A/YOR074C/YOR095C/YOR184W/YOR317W/YOR374W/YPL033C/YPL273W	79
GO:0000027	GO:0000027	ribosomal large subunit assembly	26/1314	43/6424	1.07368540104403e-08	6.45745076913624e-07	5.71152196420039e-07	YDR060W/YDR418W/YEL054C/YEL055C/YGL031C/YGL099W/YGR085C/YGR148C/YHR197W/YIL148W/YIR026C/YKR081C/YKR094C/YLL008W/YLR075W/YLR106C/YLR221C/YLR340W/YLR448W/YML073C/YMR229C/YOL077C/YOL127W/YOR063W/YPL131W/YPR102C	26
GO:0071826	GO:0071826	protein-RNA complex organization	72/1314	189/6424	1.14352724550845e-08	6.64034441874564e-07	5.87328875642273e-07	YAL005C/YBR048W/YBR079C/YCR031C/YCR057C/YDL031W/YDR025W/YDR060W/YDR418W/YDR447C/YEL054C/YEL055C/YER025W/YGL031C/YGL099W/YGL120C/YGR085C/YGR148C/YGR162W/YGR214W/YHR021C/YHR197W/YIL148W/YIR026C/YJL138C/YJL191W/YJR123W/YKL156W/YKR059W/YKR081C/YKR094C/YLL008W/YLL026W/YLR048W/YLR075W/YLR106C/YLR167W/YLR221C/YLR264W/YLR325C/YLR340W/YLR448W/YML024W/YML073C/YMR146C/YMR186W/YMR229C/YMR230W/YMR260C/YNL061W/YNL175C/YNL302C/YNR054C/YOL040C/YOL077C/YOL121C/YOL127W/YOL139C/YOR063W/YOR167C/YOR272W/YOR293W/YOR361C/YPL119C/YPL131W/YPL211W/YPL237W/YPL240C/YPR016C/YPR102C/YPR112C/YPR163C	72
GO:0006520	GO:0006520	amino acid metabolic process	88/1314	248/6424	1.52649503923145e-08	8.56872548688589e-07	7.57891396671055e-07	YAL062W/YBL039C/YBL076C/YBL098W/YBR006W/YBR084W/YBR121C/YBR249C/YBR263W/YCL030C/YCL064C/YCR053W/YDL171C/YDR023W/YDR037W/YDR111C/YDR158W/YDR234W/YDR300C/YDR321W/YDR341C/YDR380W/YDR502C/YEL009C/YER055C/YER086W/YER091C/YFL022C/YFL030W/YFR055W/YGL009C/YGL148W/YGL184C/YGL202W/YGL245W/YGR019W/YGR061C/YGR087C/YGR094W/YGR124W/YGR155W/YGR264C/YHR019C/YHR020W/YHR025W/YHR112C/YHR137W/YHR208W/YIL078W/YIL094C/YIL101C/YJL088W/YJL130C/YJL200C/YJR016C/YJR078W/YJR148W/YKL015W/YKL029C/YKL218C/YLL062C/YLR058C/YLR142W/YLR180W/YLR355C/YLR438W/YMR095C/YMR108W/YMR110C/YMR169C/YMR170C/YMR217W/YMR250W/YMR300C/YMR303C/YNL247W/YOL058W/YOL097C/YOR108W/YOR184W/YOR236W/YOR335C/YOR375C/YPL160W/YPL273W/YPR033C/YPR081C/YPR118W	88
GO:0000463	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	29/1314	52/6424	1.9931450369792e-08	1.08272782008806e-06	9.57657123030754e-07	YDL031W/YDL136W/YDL191W/YDR500C/YER006W/YER131W/YGL076C/YGL078C/YGL120C/YGL189C/YGR103W/YHR088W/YJL177W/YKL014C/YKL180W/YKR081C/YLR185W/YLR276C/YMR049C/YMR229C/YMR290C/YNL002C/YNL061W/YOL077C/YOR272W/YPL043W/YPL198W/YPL211W/YPR016C	29
GO:0000447	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	27/1314	47/6424	2.62002776309132e-08	1.37878961032681e-06	1.21951950157047e-06	YBL004W/YCL059C/YCR047C/YCR057C/YDL148C/YDL153C/YDR450W/YFR001W/YGL171W/YGR214W/YGR251W/YJL010C/YJL109C/YJL136C/YKL099C/YKR057W/YLR048W/YLR129W/YLR186W/YML026C/YML093W/YMR229C/YNL308C/YNR054C/YOR004W/YOR310C/YPR112C	27
GO:0009126	GO:0009126	purine nucleoside monophosphate metabolic process	18/1314	25/6424	3.89009217476498e-08	1.92673977126595e-06	1.70417350690169e-06	YAR015W/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	18
GO:0009167	GO:0009167	purine ribonucleoside monophosphate metabolic process	18/1314	25/6424	3.89009217476498e-08	1.92673977126595e-06	1.70417350690169e-06	YAR015W/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	18
GO:0022618	GO:0022618	protein-RNA complex assembly	68/1314	183/6424	9.21980283765991e-08	4.43604227960551e-06	3.92361534294399e-06	YBR048W/YBR079C/YCR031C/YCR057C/YDL031W/YDR025W/YDR060W/YDR418W/YDR447C/YEL054C/YEL055C/YER025W/YGL031C/YGL099W/YGR085C/YGR148C/YGR162W/YGR214W/YHR021C/YHR197W/YIL148W/YIR026C/YJL138C/YJL191W/YJR123W/YKL156W/YKR059W/YKR081C/YKR094C/YLL008W/YLR048W/YLR075W/YLR106C/YLR167W/YLR221C/YLR264W/YLR325C/YLR340W/YLR448W/YML024W/YML073C/YMR146C/YMR186W/YMR229C/YMR230W/YMR260C/YNL061W/YNL175C/YNL302C/YNR054C/YOL040C/YOL077C/YOL121C/YOL127W/YOL139C/YOR063W/YOR167C/YOR293W/YOR361C/YPL119C/YPL131W/YPL211W/YPL237W/YPL240C/YPR016C/YPR102C/YPR112C/YPR163C	68
GO:0032787	GO:0032787	monocarboxylic acid metabolic process	62/1314	163/6424	1.29314991835711e-07	6.04906795142603e-06	5.35031325869973e-06	YAL054C/YBL098W/YBR006W/YBR026C/YCL040W/YCR034W/YDL021W/YDR272W/YDR516C/YDR533C/YEL071W/YER024W/YER073W/YFR053C/YFR055W/YGL010W/YGL055W/YGL062W/YGL205W/YGL253W/YGR019W/YGR254W/YGR256W/YGR286C/YIL160C/YJL052W/YKL029C/YKL182W/YKL218C/YKR009C/YLR153C/YLR345W/YLR372W/YML004C/YML042W/YML054C/YMR020W/YMR169C/YMR170C/YMR246W/YMR322C/YMR323W/YNL009W/YNL117W/YNL202W/YNL274C/YNR016C/YOL052C/YOR040W/YOR100C/YOR221C/YOR317W/YOR347C/YOR374W/YOR388C/YOR391C/YOR393W/YPL231W/YPL280W/YPR001W/YPR002W/YPR069C	62
GO:0009127	GO:0009127	purine nucleoside monophosphate biosynthetic process	16/1314	22/6424	1.83511120516804e-07	8.1324401829026e-06	7.19302591499386e-06	YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	16
GO:0009168	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	16/1314	22/6424	1.83511120516804e-07	8.1324401829026e-06	7.19302591499386e-06	YAR015W/YDR399W/YDR408C/YGL234W/YGR061C/YHR216W/YJR105W/YLR359W/YLR432W/YML022W/YML056C/YMR120C/YMR217W/YMR300C/YNL141W/YNL220W	16
GO:0033750	GO:0033750	ribosome localization	28/1314	54/6424	2.78219414701998e-07	1.20133716502093e-05	1.06256537598739e-05	YAL059W/YBR230C/YCR047C/YDL229W/YDR091C/YDR101C/YDR361C/YER006W/YFR001W/YGL099W/YGL135W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YKL143W/YKR094C/YLL034C/YLR106C/YLR293C/YNL178W/YNL209W/YOR185C/YPL220W/YPR016C	28
GO:0006753	GO:0006753	nucleoside phosphate metabolic process	66/1314	181/6424	3.22592935519681e-07	1.35811625853786e-05	1.20123422042197e-05	YAL054C/YAR015W/YBL039C/YBL098W/YBR084W/YBR117C/YBR242W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YEL041W/YER037W/YER070W/YGL037C/YGL101W/YGL234W/YGL248W/YGR043C/YGR061C/YGR248W/YGR256W/YHL011C/YHR128W/YHR144C/YHR216W/YIL066C/YJL116C/YJL121C/YJL130C/YJR078W/YJR105W/YKL151C/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR271C/YMR300C/YMR315W/YNL009W/YNL141W/YNL200C/YNL220W/YNL250W/YNR001C/YNR012W/YNR016C/YOR020W-A/YOR074C/YOR095C/YOR317W/YOR374W/YPL033C	66
GO:0070925	GO:0070925	organelle assembly	72/1314	204/6424	4.09998429621964e-07	1.68399354995948e-05	1.48946797924282e-05	YBL078C/YBR048W/YCL024W/YCR031C/YCR057C/YDL149W/YDR025W/YDR060W/YDR361C/YDR418W/YDR447C/YEL054C/YEL055C/YER131W/YFR004W/YGL008C/YGL031C/YGL099W/YGL180W/YGL189C/YGR085C/YGR140W/YGR148C/YGR162W/YGR214W/YHR021C/YHR172W/YHR197W/YIL033C/YIL148W/YIR026C/YJL164C/YJL191W/YJR123W/YKL156W/YKR081C/YKR094C/YLL008W/YLR048W/YLR075W/YLR106C/YLR167W/YLR221C/YLR264W/YLR340W/YLR431C/YLR448W/YML024W/YML073C/YMR001C/YMR229C/YMR230W/YNL126W/YNL242W/YNL302C/YNR054C/YOL040C/YOL077C/YOL121C/YOL127W/YOR063W/YOR167C/YOR276W/YOR293W/YPL131W/YPL166W/YPL211W/YPR016C/YPR093C/YPR102C/YPR112C/YPR119W	72
GO:0016053	GO:0016053	organic acid biosynthetic process	69/1314	195/6424	6.42987578723466e-07	2.51811879667515e-05	2.22723971577406e-05	YAL062W/YBL098W/YBR026C/YBR053C/YBR084W/YBR249C/YBR263W/YCL030C/YCL064C/YCR034W/YCR053W/YDL171C/YDR158W/YDR234W/YDR300C/YDR533C/YEL009C/YEL071W/YER055C/YER073W/YER086W/YER091C/YFL030W/YFR055W/YGL009C/YGL055W/YGL148W/YGL184C/YGL202W/YGR124W/YGR155W/YGR286C/YHR025W/YHR137W/YHR208W/YIL094C/YJL088W/YJL130C/YJL200C/YJR016C/YJR148W/YKL182W/YKL218C/YLL062C/YLR058C/YLR142W/YLR355C/YLR372W/YLR438W/YMR020W/YMR108W/YMR169C/YMR170C/YMR322C/YNR016C/YOL052C/YOL058W/YOR108W/YOR184W/YOR221C/YOR236W/YOR374W/YOR375C/YOR391C/YPL231W/YPL273W/YPL280W/YPR069C/YPR118W	69
GO:0046394	GO:0046394	carboxylic acid biosynthetic process	69/1314	195/6424	6.42987578723466e-07	2.51811879667515e-05	2.22723971577406e-05	YAL062W/YBL098W/YBR026C/YBR053C/YBR084W/YBR249C/YBR263W/YCL030C/YCL064C/YCR034W/YCR053W/YDL171C/YDR158W/YDR234W/YDR300C/YDR533C/YEL009C/YEL071W/YER055C/YER073W/YER086W/YER091C/YFL030W/YFR055W/YGL009C/YGL055W/YGL148W/YGL184C/YGL202W/YGR124W/YGR155W/YGR286C/YHR025W/YHR137W/YHR208W/YIL094C/YJL088W/YJL130C/YJL200C/YJR016C/YJR148W/YKL182W/YKL218C/YLL062C/YLR058C/YLR142W/YLR355C/YLR372W/YLR438W/YMR020W/YMR108W/YMR169C/YMR170C/YMR322C/YNR016C/YOL052C/YOL058W/YOR108W/YOR184W/YOR221C/YOR236W/YOR374W/YOR375C/YOR391C/YPL231W/YPL273W/YPL280W/YPR069C/YPR118W	69
GO:0000054	GO:0000054	ribosomal subunit export from nucleus	27/1314	53/6424	7.21413961507829e-07	2.76104797995269e-05	2.44210707065449e-05	YAL059W/YCR047C/YDL229W/YDR091C/YDR101C/YDR361C/YER006W/YFR001W/YGL099W/YGL135W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YKL143W/YKR094C/YLL034C/YLR106C/YLR293C/YNL178W/YNL209W/YOR185C/YPL220W/YPR016C	27
GO:0009117	GO:0009117	nucleotide metabolic process	63/1314	174/6424	7.97856455637342e-07	2.98575615842952e-05	2.64085820988734e-05	YAL054C/YAR015W/YBL039C/YBL098W/YBR084W/YBR117C/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YEL041W/YER037W/YER070W/YGL037C/YGL234W/YGL248W/YGR043C/YGR061C/YGR248W/YGR256W/YHL011C/YHR128W/YHR144C/YHR216W/YIL066C/YJL116C/YJL121C/YJL130C/YJR078W/YJR105W/YKL151C/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR271C/YMR300C/YMR315W/YNL009W/YNL141W/YNL200C/YNL220W/YNL250W/YNR001C/YNR012W/YNR016C/YOR020W-A/YOR074C/YOR095C/YOR317W/YOR374W	63
GO:0044282	GO:0044282	small molecule catabolic process	56/1314	149/6424	8.30251696403772e-07	3.03944316683468e-05	2.68834359361862e-05	YBL098W/YBR006W/YBR018C/YBR019C/YBR263W/YCL064C/YCR036W/YDR111C/YDR272W/YDR321W/YDR380W/YDR533C/YER073W/YER086W/YFL053W/YFR055W/YGL010W/YGL156W/YGL202W/YGL205W/YGR019W/YGR087C/YGR256W/YHR104W/YHR137W/YHR208W/YIL101C/YIL155C/YIL160C/YJL121C/YJR078W/YJR096W/YJR148W/YKL015W/YKL127W/YKR009C/YLR058C/YLR070C/YLR142W/YLR438W/YML004C/YML070W/YMR105C/YMR250W/YMR303C/YMR322C/YNL009W/YNL202W/YNL274C/YOR040W/YOR120W/YOR388C/YOR391C/YPL280W/YPR001W/YPR127W	56
GO:0009129	GO:0009129	pyrimidine nucleoside monophosphate metabolic process	11/1314	13/6424	1.31040048702132e-06	4.59732170863313e-05	4.06626466915607e-05	YBR252W/YDR020C/YHR128W/YHR144C/YJL130C/YKL216W/YLR420W/YML106W/YMR271C/YNR012W/YOR074C	11
GO:0009130	GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	11/1314	13/6424	1.31040048702132e-06	4.59732170863313e-05	4.06626466915607e-05	YBR252W/YDR020C/YHR128W/YHR144C/YJL130C/YKL216W/YLR420W/YML106W/YMR271C/YNR012W/YOR074C	11
GO:0044283	GO:0044283	small molecule biosynthetic process	105/1314	342/6424	2.70732368127665e-06	9.30435322299974e-05	8.22956607735007e-05	YAL060W/YAL061W/YAL062W/YBL098W/YBR026C/YBR053C/YBR084W/YBR105C/YBR249C/YBR263W/YCL030C/YCL064C/YCR034W/YCR053W/YDL171C/YDL244W/YDR158W/YDR204W/YDR234W/YDR300C/YDR380W/YDR399W/YDR533C/YEL009C/YEL012W/YEL071W/YER055C/YER062C/YER073W/YER086W/YER091C/YFL030W/YFL058W/YFR055W/YGL009C/YGL055W/YGL062W/YGL148W/YGL184C/YGL202W/YGR066C/YGR087C/YGR124W/YGR155W/YGR286C/YHR025W/YHR042W/YHR072W/YHR137W/YHR208W/YIL094C/YIL097W/YJL052W/YJL088W/YJL089W/YJL130C/YJL200C/YJR016C/YJR105W/YJR148W/YKL150W/YKL182W/YKL218C/YKR097W/YLL062C/YLR058C/YLR070C/YLR142W/YLR355C/YLR372W/YLR438W/YML022W/YML106W/YML126C/YMR020W/YMR095C/YMR101C/YMR108W/YMR110C/YMR169C/YMR170C/YMR202W/YMR271C/YMR303C/YMR322C/YNL332W/YNR016C/YOL052C/YOL058W/YOL126C/YOL143C/YOR095C/YOR108W/YOR184W/YOR221C/YOR236W/YOR374W/YOR375C/YOR391C/YPL201C/YPL231W/YPL273W/YPL280W/YPR069C/YPR118W	105
GO:0006450	GO:0006450	regulation of translational fidelity	19/1314	33/6424	3.0261177544826e-06	0.000101919645970974	9.01464552124817e-05	YBL076C/YBR189W/YDL075W/YDL229W/YER025W/YER049W/YFL022C/YGL123W/YGR094W/YGR118W/YGR285C/YHR020W/YHR064C/YJR123W/YLR406C/YNL209W/YOR335C/YPL160W/YPR132W	19
GO:0000967	GO:0000967	rRNA 5'-end processing	21/1314	39/6424	3.96644819015473e-06	0.000130970563769031	0.000115841572529803	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNL002C/YNR054C/YOL077C/YOR004W/YOR310C/YPL217C/YPR112C	21
GO:0005991	GO:0005991	trehalose metabolic process	10/1314	12/6424	5.47334767113416e-06	0.00017725225919596	0.00015677706385941	YBR126C/YDR001C/YDR074W/YKL035W/YKL127W/YLL026W/YML100W/YMR105C/YMR261C/YPR026W	10
GO:0008645	GO:0008645	hexose transmembrane transport	18/1314	32/6424	8.68719167755099e-06	0.000270911681203627	0.000239617470248239	YBR298C/YCL040W/YDR277C/YDR342C/YDR343C/YDR345C/YDR536W/YEL069C/YFL011W/YFR053C/YGL253W/YHR092C/YHR094C/YHR096C/YIL170W/YJR160C/YMR011W/YOL156W	18
GO:0015749	GO:0015749	monosaccharide transmembrane transport	18/1314	32/6424	8.68719167755099e-06	0.000270911681203627	0.000239617470248239	YBR298C/YCL040W/YDR277C/YDR342C/YDR343C/YDR345C/YDR536W/YEL069C/YFL011W/YFR053C/YGL253W/YHR092C/YHR094C/YHR096C/YIL170W/YJR160C/YMR011W/YOL156W	18
GO:1901293	GO:1901293	nucleoside phosphate biosynthetic process	46/1314	123/6424	9.21706416017524e-06	0.000282209746286093	0.000249610445677473	YAL054C/YAR015W/YBL039C/YBL098W/YBR084W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YEL041W/YER070W/YGL037C/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YIL066C/YJL116C/YJL130C/YJR078W/YJR105W/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR271C/YMR300C/YNL141W/YNL220W/YNL250W/YNR012W/YNR016C/YOR020W-A/YOR074C	46
GO:0051168	GO:0051168	nuclear export	49/1314	134/6424	9.77422207027439e-06	0.000290441307195752	0.000256891142444049	YAL059W/YCR047C/YDL084W/YDL229W/YDR091C/YDR101C/YDR361C/YDR363W-A/YDR381W/YDR395W/YDR450W/YER006W/YER131W/YFR001W/YGL099W/YGL123W/YGL135W/YGL189C/YGR128C/YGR214W/YGR245C/YGR285C/YHR088W/YHR170W/YIL148W/YIR026C/YJL010C/YJR123W/YKL143W/YKR094C/YLL034C/YLR048W/YLR106C/YLR264W/YLR293C/YML026C/YMR230W/YNL178W/YNL209W/YNL302C/YOL040C/YOL121C/YOR167C/YOR185C/YOR293W/YPL220W/YPR016C/YPR080W/YPR112C	49
GO:0000480	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	19/1314	35/6424	9.8308518468871e-06	0.000290441307195752	0.000256891142444049	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNR054C/YOR004W/YOR310C/YPL217C/YPR112C	19
GO:1904659	GO:1904659	glucose transmembrane transport	17/1314	30/6424	1.35841893860143e-05	0.000388318969568945	0.000343462521527727	YBR298C/YCL040W/YDR277C/YDR342C/YDR343C/YDR345C/YDR536W/YEL069C/YFL011W/YFR053C/YGL253W/YHR092C/YHR094C/YHR096C/YJR160C/YMR011W/YOL156W	17
GO:0009165	GO:0009165	nucleotide biosynthetic process	45/1314	121/6424	1.36049995276531e-05	0.000388318969568945	0.000343462521527727	YAL054C/YAR015W/YBL039C/YBL098W/YBR084W/YBR252W/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YEL041W/YER070W/YGL037C/YGL234W/YGR061C/YHL011C/YHR128W/YHR144C/YHR216W/YIL066C/YJL116C/YJL130C/YJR078W/YJR105W/YKL181W/YKL216W/YLR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR271C/YMR300C/YNL220W/YNL250W/YNR012W/YNR016C/YOR020W-A/YOR074C	45
GO:0016052	GO:0016052	carbohydrate catabolic process	36/1314	90/6424	1.56103648151914e-05	0.000438130905813038	0.000387520459885891	YBR018C/YBR019C/YBR056W/YCL040W/YCR036W/YDL021W/YDR001C/YDR516C/YFL053W/YFR017C/YFR053C/YGL156W/YGL253W/YGR254W/YGR256W/YHR104W/YIL099W/YIL123W/YIL155C/YJL052W/YJL121C/YJR096W/YKL127W/YLR070C/YLR286C/YLR307W/YLR345W/YML070W/YMR105C/YMR323W/YOR120W/YOR347C/YOR393W/YPR026W/YPR160W/YPR184W	36
GO:0008652	GO:0008652	amino acid biosynthetic process	48/1314	133/6424	1.80228226509118e-05	0.000497548087608778	0.000440074099241418	YAL062W/YBR084W/YBR249C/YBR263W/YCL030C/YCL064C/YCR053W/YDL171C/YDR158W/YDR234W/YDR300C/YEL009C/YER055C/YER086W/YER091C/YFL030W/YFR055W/YGL009C/YGL148W/YGL184C/YGL202W/YGR124W/YGR155W/YHR025W/YHR137W/YHR208W/YIL094C/YJL088W/YJL130C/YJL200C/YJR016C/YJR148W/YKL218C/YLL062C/YLR058C/YLR142W/YLR355C/YLR438W/YMR108W/YMR169C/YMR170C/YOL058W/YOR108W/YOR184W/YOR236W/YOR375C/YPL273W/YPR118W	48
GO:0046390	GO:0046390	ribose phosphate biosynthetic process	34/1314	84/6424	1.98928358576103e-05	0.000540315090067997	0.000477900895390809	YAL054C/YAR015W/YBL039C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGR061C/YHL011C/YHR128W/YHR216W/YJL116C/YJL130C/YJR105W/YKL181W/YKL216W/YKR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YMR120C/YMR217W/YMR271C/YMR300C/YNL220W/YNR012W/YNR016C/YOR020W-A	34
GO:0046323	GO:0046323	glucose import	16/1314	28/6424	2.12228518792249e-05	0.00056729019943833	0.000501759990127039	YBR298C/YCL040W/YDR342C/YDR343C/YDR345C/YDR536W/YEL069C/YFL011W/YFR053C/YGL253W/YHR092C/YHR094C/YHR096C/YJR160C/YMR011W/YOL156W	16
GO:0006089	GO:0006089	lactate metabolic process	9/1314	11/6424	2.25185694747942e-05	0.00058340416916236	0.000516012563673422	YDR272W/YDR533C/YEL071W/YML004C/YML054C/YMR322C/YOR040W/YOR391C/YPL280W	9
GO:0046185	GO:0046185	aldehyde catabolic process	9/1314	11/6424	2.25185694747942e-05	0.00058340416916236	0.000516012563673422	YDR272W/YDR533C/YML004C/YMR110C/YMR322C/YNL274C/YOR040W/YOR391C/YPL280W	9
GO:1901605	GO:1901605	alpha-amino acid metabolic process	60/1314	179/6424	2.3827318199382e-05	0.000607957634056958	0.000537729748837727	YAL062W/YBL039C/YBL098W/YBR006W/YBR084W/YBR263W/YCL064C/YCR053W/YDL171C/YDR111C/YDR158W/YDR234W/YDR300C/YDR321W/YDR380W/YDR502C/YER086W/YER091C/YFL030W/YFR055W/YGL009C/YGL184C/YGL202W/YGR061C/YGR087C/YGR124W/YGR155W/YHR025W/YHR112C/YHR137W/YHR208W/YIL094C/YIL101C/YJL088W/YJL130C/YJL200C/YJR016C/YJR078W/YJR148W/YKL015W/YKL218C/YLL062C/YLR058C/YLR142W/YLR180W/YLR355C/YLR438W/YMR095C/YMR108W/YMR110C/YMR217W/YMR250W/YMR300C/YOL058W/YOR108W/YOR184W/YOR236W/YOR375C/YPL273W/YPR118W	60
GO:0000472	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	19/1314	37/6424	2.80558527237354e-05	0.000705165014727917	0.000623708273434181	YBL004W/YCR057C/YDL148C/YDL153C/YFR001W/YGL171W/YGR251W/YJL010C/YJL109C/YKL099C/YLR129W/YLR186W/YML093W/YMR229C/YNR054C/YOR004W/YOR310C/YPL217C/YPR112C	19
GO:0006458	GO:0006458	'de novo' protein folding	15/1314	26/6424	3.3118733067899e-05	0.000820175683622675	0.000725433549397478	YAL005C/YBL075C/YDL229W/YDR161W/YDR258C/YER103W/YGR285C/YHR064C/YJL034W/YLL026W/YLR259C/YMR186W/YNL209W/YOR020C/YPL240C	15
GO:0019693	GO:0019693	ribose phosphate metabolic process	39/1314	104/6424	4.06355381312569e-05	0.000991742698739661	0.000877182096960008	YAL054C/YAR015W/YBL039C/YDR020C/YDR226W/YDR399W/YDR408C/YDR454C/YGL234W/YGL248W/YGR061C/YHL011C/YHR128W/YHR216W/YJL116C/YJL130C/YJR105W/YKL181W/YKL216W/YKR043C/YLR153C/YLR359W/YLR420W/YLR432W/YML022W/YML056C/YML106W/YML126C/YMR120C/YMR217W/YMR246W/YMR271C/YMR300C/YNL220W/YNR001C/YNR012W/YNR016C/YOR020W-A/YOR317W	39
GO:0034219	GO:0034219	carbohydrate transmembrane transport	19/1314	38/6424	4.54452086669273e-05	0.00109328187707294	0.000966992034040633	YBR298C/YCL040W/YDR277C/YDR342C/YDR343C/YDR345C/YDR536W/YEL069C/YFL011W/YFR053C/YGL253W/YGR097W/YHR092C/YHR094C/YHR096C/YIL170W/YJR160C/YMR011W/YOL156W	19
